Order ID,Product,Quantity Ordered, Price Each , PartialSum 
150651,Google Phone,1,$600.00 ,$600.00 
150651,USB-C Charging Cable,1,$11.95 ,$11.95 
150652,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150653,27in FHD Monitor,1,$149.99 ,$149.99 
150654,Wired Headphones,1,$11.99 ,$11.99 
150655,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150656,27in FHD Monitor,1,$149.99 ,$149.99 
150657,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150658,USB-C Charging Cable,1,$11.95 ,$11.95 
150659,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150660,27in FHD Monitor,1,$149.99 ,$149.99 
150661,Wired Headphones,1,$11.99 ,$11.99 
150662,Wired Headphones,1,$11.99 ,$11.99 
150663,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150664,ThinkPad Laptop,1,$999.99 ,$999.99 
150665,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150666,Wired Headphones,1,$11.99 ,$11.99 
150667,USB-C Charging Cable,1,$11.95 ,$11.95 
150668,Wired Headphones,1,$11.99 ,$11.99 
150669,iPhone,1,$700.00 ,$700.00 
150670,AA Batteries (4-pack),1,$3.84 ,$3.84 
150671,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150672,USB-C Charging Cable,1,$11.95 ,$11.95 
150673,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150674,Google Phone,1,$600.00 ,$600.00 
150674,USB-C Charging Cable,1,$11.95 ,$11.95 
150674,Wired Headphones,1,$11.99 ,$11.99 
150675,Lightning Charging Cable,1,$14.95 ,$14.95 
150676,27in FHD Monitor,1,$149.99 ,$149.99 
150677,ThinkPad Laptop,1,$999.99 ,$999.99 
150678,AA Batteries (4-pack),1,$3.84 ,$3.84 
150679,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150680,iPhone,1,$700.00 ,$700.00 
150681,USB-C Charging Cable,2,$11.95 ,$23.90 
150682,Apple Airpods Headphones,1,$150.00 ,$150.00 
150683,27in FHD Monitor,1,$149.99 ,$149.99 
150684,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150685,Lightning Charging Cable,2,$14.95 ,$29.90 
150686,iPhone,1,$700.00 ,$700.00 
150687,Wired Headphones,1,$11.99 ,$11.99 
150688,Google Phone,1,$600.00 ,$600.00 
150688,Wired Headphones,1,$11.99 ,$11.99 
150689,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150690,AA Batteries (4-pack),1,$3.84 ,$3.84 
150691,20in Monitor,1,$109.99 ,$109.99 
150692,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150693,Wired Headphones,1,$11.99 ,$11.99 
150694,Apple Airpods Headphones,1,$150.00 ,$150.00 
150695,AA Batteries (4-pack),1,$3.84 ,$3.84 
150696,AA Batteries (4-pack),1,$3.84 ,$3.84 
150697,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150698,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150699,USB-C Charging Cable,1,$11.95 ,$11.95 
150700,USB-C Charging Cable,1,$11.95 ,$11.95 
150701,ThinkPad Laptop,1,$999.99 ,$999.99 
150702,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150703,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150704,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150705,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150706,Lightning Charging Cable,1,$14.95 ,$14.95 
150707,Lightning Charging Cable,1,$14.95 ,$14.95 
150708,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150709,USB-C Charging Cable,1,$11.95 ,$11.95 
150710,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150711,Flatscreen TV,1,$300.00 ,$300.00 
150712,AA Batteries (4-pack),3,$3.84 ,$11.52 
150713,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150714,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150715,Apple Airpods Headphones,1,$150.00 ,$150.00 
150716,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150717,USB-C Charging Cable,1,$11.95 ,$11.95 
150718,AA Batteries (4-pack),1,$3.84 ,$3.84 
150719,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150720,27in FHD Monitor,1,$149.99 ,$149.99 
150721,Apple Airpods Headphones,1,$150.00 ,$150.00 
150722,AA Batteries (4-pack),2,$3.84 ,$7.68 
150723,Lightning Charging Cable,1,$14.95 ,$14.95 
150724,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150725,AA Batteries (4-pack),2,$3.84 ,$7.68 
150726,USB-C Charging Cable,1,$11.95 ,$11.95 
150727,Apple Airpods Headphones,1,$150.00 ,$150.00 
150728,Wired Headphones,1,$11.99 ,$11.99 
150729,Google Phone,1,$600.00 ,$600.00 
150730,USB-C Charging Cable,2,$11.95 ,$23.90 
150731,Lightning Charging Cable,1,$14.95 ,$14.95 
150732,AA Batteries (4-pack),1,$3.84 ,$3.84 
150733,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150734,Google Phone,1,$600.00 ,$600.00 
150734,USB-C Charging Cable,1,$11.95 ,$11.95 
150735,AA Batteries (4-pack),1,$3.84 ,$3.84 
150736,Wired Headphones,1,$11.99 ,$11.99 
150737,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150738,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150739,Lightning Charging Cable,1,$14.95 ,$14.95 
150740,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150741,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150742,Wired Headphones,1,$11.99 ,$11.99 
150743,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150744,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150745,AA Batteries (4-pack),3,$3.84 ,$11.52 
150746,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150747,USB-C Charging Cable,1,$11.95 ,$11.95 
150748,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150749,Vareebadd Phone,1,$400.00 ,$400.00 
150750,iPhone,1,$700.00 ,$700.00 
150751,USB-C Charging Cable,2,$11.95 ,$23.90 
150752,Wired Headphones,1,$11.99 ,$11.99 
150753,Lightning Charging Cable,1,$14.95 ,$14.95 
150754,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150755,AA Batteries (4-pack),1,$3.84 ,$3.84 
150756,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150757,USB-C Charging Cable,1,$11.95 ,$11.95 
150758,iPhone,1,$700.00 ,$700.00 
150758,Wired Headphones,1,$11.99 ,$11.99 
150759,Lightning Charging Cable,1,$14.95 ,$14.95 
150760,AA Batteries (4-pack),2,$3.84 ,$7.68 
150761,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150762,USB-C Charging Cable,1,$11.95 ,$11.95 
150763,AA Batteries (4-pack),3,$3.84 ,$11.52 
150764,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150765,AA Batteries (4-pack),1,$3.84 ,$3.84 
150766,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150767,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150768,Lightning Charging Cable,1,$14.95 ,$14.95 
150769,Apple Airpods Headphones,1,$150.00 ,$150.00 
150770,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150771,AA Batteries (4-pack),1,$3.84 ,$3.84 
150772,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150773,AA Batteries (4-pack),1,$3.84 ,$3.84 
150774,AA Batteries (4-pack),1,$3.84 ,$3.84 
150775,Lightning Charging Cable,1,$14.95 ,$14.95 
150776,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150777,Lightning Charging Cable,2,$14.95 ,$29.90 
150778,Apple Airpods Headphones,1,$150.00 ,$150.00 
150779,27in FHD Monitor,1,$149.99 ,$149.99 
150780,Google Phone,1,$600.00 ,$600.00 
150781,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150782,Lightning Charging Cable,1,$14.95 ,$14.95 
150783,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150784,AA Batteries (4-pack),1,$3.84 ,$3.84 
150785,Apple Airpods Headphones,1,$150.00 ,$150.00 
150786,AA Batteries (4-pack),2,$3.84 ,$7.68 
150787,USB-C Charging Cable,1,$11.95 ,$11.95 
150788,Wired Headphones,1,$11.99 ,$11.99 
150789,Lightning Charging Cable,1,$14.95 ,$14.95 
150790,USB-C Charging Cable,1,$11.95 ,$11.95 
150791,Apple Airpods Headphones,1,$150.00 ,$150.00 
150792,Wired Headphones,1,$11.99 ,$11.99 
150793,ThinkPad Laptop,1,$999.99 ,$999.99 
150794,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150795,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150796,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150797,USB-C Charging Cable,3,$11.95 ,$35.85 
150798,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
150799,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150800,USB-C Charging Cable,1,$11.95 ,$11.95 
150801,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150802,Google Phone,1,$600.00 ,$600.00 
150803,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150804,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150805,AA Batteries (4-pack),1,$3.84 ,$3.84 
150806,USB-C Charging Cable,1,$11.95 ,$11.95 
150807,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150808,AA Batteries (4-pack),1,$3.84 ,$3.84 
150809,USB-C Charging Cable,1,$11.95 ,$11.95 
150810,USB-C Charging Cable,1,$11.95 ,$11.95 
150811,Google Phone,1,$600.00 ,$600.00 
150812,Wired Headphones,1,$11.99 ,$11.99 
150813,Apple Airpods Headphones,1,$150.00 ,$150.00 
150814,USB-C Charging Cable,1,$11.95 ,$11.95 
150815,Wired Headphones,1,$11.99 ,$11.99 
150816,Flatscreen TV,1,$300.00 ,$300.00 
150817,AA Batteries (4-pack),1,$3.84 ,$3.84 
150818,AA Batteries (4-pack),1,$3.84 ,$3.84 
150819,27in FHD Monitor,1,$149.99 ,$149.99 
150820,AA Batteries (4-pack),1,$3.84 ,$3.84 
150821,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150822,AA Batteries (4-pack),1,$3.84 ,$3.84 
150823,USB-C Charging Cable,1,$11.95 ,$11.95 
150824,Wired Headphones,1,$11.99 ,$11.99 
150825,27in FHD Monitor,1,$149.99 ,$149.99 
150826,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150827,USB-C Charging Cable,1,$11.95 ,$11.95 
150828,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
150829,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150830,USB-C Charging Cable,2,$11.95 ,$23.90 
150831,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150832,USB-C Charging Cable,1,$11.95 ,$11.95 
150833,USB-C Charging Cable,1,$11.95 ,$11.95 
150834,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150835,Apple Airpods Headphones,1,$150.00 ,$150.00 
150836,Wired Headphones,1,$11.99 ,$11.99 
150837,Lightning Charging Cable,1,$14.95 ,$14.95 
150838,USB-C Charging Cable,1,$11.95 ,$11.95 
150839,Google Phone,1,$600.00 ,$600.00 
150840,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150841,AA Batteries (4-pack),1,$3.84 ,$3.84 
150842,Lightning Charging Cable,1,$14.95 ,$14.95 
150843,Lightning Charging Cable,1,$14.95 ,$14.95 
150844,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
150845,USB-C Charging Cable,1,$11.95 ,$11.95 
150846,AAA Batteries (4-pack),3,$2.99 ,$8.97 
150847,Google Phone,1,$600.00 ,$600.00 
150848,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150849,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150850,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150851,AA Batteries (4-pack),1,$3.84 ,$3.84 
150852,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150853,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150853,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150854,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150855,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150856,Flatscreen TV,1,$300.00 ,$300.00 
150857,USB-C Charging Cable,1,$11.95 ,$11.95 
150858,USB-C Charging Cable,1,$11.95 ,$11.95 
150859,Lightning Charging Cable,1,$14.95 ,$14.95 
150860,AAA Batteries (4-pack),3,$2.99 ,$8.97 
150861,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150862,20in Monitor,1,$109.99 ,$109.99 
150863,USB-C Charging Cable,1,$11.95 ,$11.95 
150864,AA Batteries (4-pack),1,$3.84 ,$3.84 
150865,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150866,27in FHD Monitor,1,$149.99 ,$149.99 
150867,USB-C Charging Cable,1,$11.95 ,$11.95 
150868,Lightning Charging Cable,1,$14.95 ,$14.95 
150869,AA Batteries (4-pack),1,$3.84 ,$3.84 
150870,Wired Headphones,1,$11.99 ,$11.99 
150871,AAA Batteries (4-pack),5,$2.99 ,$14.95 
150872,Lightning Charging Cable,1,$14.95 ,$14.95 
150873,Lightning Charging Cable,1,$14.95 ,$14.95 
150874,Lightning Charging Cable,2,$14.95 ,$29.90 
150875,Lightning Charging Cable,1,$14.95 ,$14.95 
150876,LG Dryer,1,$600.00 ,$600.00 
150877,USB-C Charging Cable,1,$11.95 ,$11.95 
150878,Apple Airpods Headphones,1,$150.00 ,$150.00 
150879,USB-C Charging Cable,1,$11.95 ,$11.95 
150880,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150881,Wired Headphones,1,$11.99 ,$11.99 
150882,Wired Headphones,1,$11.99 ,$11.99 
150883,Wired Headphones,1,$11.99 ,$11.99 
150884,Wired Headphones,1,$11.99 ,$11.99 
150885,ThinkPad Laptop,1,$999.99 ,$999.99 
150886,Wired Headphones,1,$11.99 ,$11.99 
150887,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150888,Wired Headphones,1,$11.99 ,$11.99 
150889,USB-C Charging Cable,1,$11.95 ,$11.95 
150890,Apple Airpods Headphones,1,$150.00 ,$150.00 
150891,Lightning Charging Cable,1,$14.95 ,$14.95 
150892,Wired Headphones,1,$11.99 ,$11.99 
150892,Apple Airpods Headphones,1,$150.00 ,$150.00 
150893,ThinkPad Laptop,1,$999.99 ,$999.99 
150894,Google Phone,1,$600.00 ,$600.00 
150895,LG Washing Machine,1,$600.00 ,$600.00 
150896,Lightning Charging Cable,1,$14.95 ,$14.95 
150897,USB-C Charging Cable,1,$11.95 ,$11.95 
150898,AA Batteries (4-pack),1,$3.84 ,$3.84 
150899,USB-C Charging Cable,1,$11.95 ,$11.95 
150900,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150901,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150902,LG Washing Machine,1,$600.00 ,$600.00 
150903,AA Batteries (4-pack),1,$3.84 ,$3.84 
150904,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150905,USB-C Charging Cable,1,$11.95 ,$11.95 
150906,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150907,Apple Airpods Headphones,1,$150.00 ,$150.00 
150907,Wired Headphones,1,$11.99 ,$11.99 
150908,Lightning Charging Cable,1,$14.95 ,$14.95 
150909,27in FHD Monitor,1,$149.99 ,$149.99 
150910,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150911,Apple Airpods Headphones,1,$150.00 ,$150.00 
150912,AA Batteries (4-pack),1,$3.84 ,$3.84 
150913,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
150914,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150915,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150916,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150917,Lightning Charging Cable,1,$14.95 ,$14.95 
150917,Lightning Charging Cable,1,$14.95 ,$14.95 
150918,Lightning Charging Cable,1,$14.95 ,$14.95 
150919,27in FHD Monitor,1,$149.99 ,$149.99 
150920,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
150921,Lightning Charging Cable,1,$14.95 ,$14.95 
150922,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150923,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150924,ThinkPad Laptop,1,$999.99 ,$999.99 
150925,iPhone,1,$700.00 ,$700.00 
150925,Lightning Charging Cable,1,$14.95 ,$14.95 
150925,iPhone,1,$700.00 ,$700.00 
150926,Wired Headphones,2,$11.99 ,$23.98 
150927,USB-C Charging Cable,2,$11.95 ,$23.90 
150928,Apple Airpods Headphones,1,$150.00 ,$150.00 
150929,AA Batteries (4-pack),1,$3.84 ,$3.84 
150930,20in Monitor,1,$109.99 ,$109.99 
150931,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
150932,AA Batteries (4-pack),1,$3.84 ,$3.84 
150933,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150934,Lightning Charging Cable,1,$14.95 ,$14.95 
150935,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150936,Lightning Charging Cable,1,$14.95 ,$14.95 
150937,LG Washing Machine,1,$600.00 ,$600.00 
150938,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150939,ThinkPad Laptop,1,$999.99 ,$999.99 
150940,Lightning Charging Cable,1,$14.95 ,$14.95 
150941,Bose SoundSport Headphones,2,$99.99 ,$199.98 
150942,Apple Airpods Headphones,1,$150.00 ,$150.00 
150943,USB-C Charging Cable,1,$11.95 ,$11.95 
150943,USB-C Charging Cable,1,$11.95 ,$11.95 
150944,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150945,iPhone,1,$700.00 ,$700.00 
150945,Wired Headphones,1,$11.99 ,$11.99 
150946,USB-C Charging Cable,1,$11.95 ,$11.95 
150947,Lightning Charging Cable,1,$14.95 ,$14.95 
150948,USB-C Charging Cable,1,$11.95 ,$11.95 
150949,Lightning Charging Cable,1,$14.95 ,$14.95 
150950,LG Dryer,1,$600.00 ,$600.00 
150951,iPhone,1,$700.00 ,$700.00 
150951,Lightning Charging Cable,1,$14.95 ,$14.95 
150951,Apple Airpods Headphones,1,$150.00 ,$150.00 
150952,USB-C Charging Cable,1,$11.95 ,$11.95 
150953,AA Batteries (4-pack),1,$3.84 ,$3.84 
150954,Wired Headphones,1,$11.99 ,$11.99 
150955,Wired Headphones,1,$11.99 ,$11.99 
150956,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
150957,Apple Airpods Headphones,1,$150.00 ,$150.00 
150958,iPhone,1,$700.00 ,$700.00 
150959,Apple Airpods Headphones,1,$150.00 ,$150.00 
150960,AA Batteries (4-pack),2,$3.84 ,$7.68 
150961,Vareebadd Phone,1,$400.00 ,$400.00 
150961,Wired Headphones,1,$11.99 ,$11.99 
150962,27in FHD Monitor,1,$149.99 ,$149.99 
150963,Google Phone,1,$600.00 ,$600.00 
150964,Wired Headphones,1,$11.99 ,$11.99 
150965,Lightning Charging Cable,1,$14.95 ,$14.95 
150966,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150967,AA Batteries (4-pack),3,$3.84 ,$11.52 
150968,AA Batteries (4-pack),2,$3.84 ,$7.68 
150969,Wired Headphones,1,$11.99 ,$11.99 
150970,AAA Batteries (4-pack),3,$2.99 ,$8.97 
150971,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150972,Google Phone,1,$600.00 ,$600.00 
150972,USB-C Charging Cable,1,$11.95 ,$11.95 
150973,Google Phone,1,$600.00 ,$600.00 
150974,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150975,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150976,Lightning Charging Cable,1,$14.95 ,$14.95 
150977,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150978,AA Batteries (4-pack),1,$3.84 ,$3.84 
150979,Lightning Charging Cable,1,$14.95 ,$14.95 
150980,20in Monitor,1,$109.99 ,$109.99 
150981,Bose SoundSport Headphones,1,$99.99 ,$99.99 
150982,Lightning Charging Cable,1,$14.95 ,$14.95 
150983,Flatscreen TV,1,$300.00 ,$300.00 
150984,Wired Headphones,1,$11.99 ,$11.99 
150985,Flatscreen TV,1,$300.00 ,$300.00 
150986,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150987,AAA Batteries (4-pack),2,$2.99 ,$5.98 
150988,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150989,AA Batteries (4-pack),2,$3.84 ,$7.68 
150990,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150991,Flatscreen TV,1,$300.00 ,$300.00 
150992,Wired Headphones,1,$11.99 ,$11.99 
150993,AA Batteries (4-pack),1,$3.84 ,$3.84 
150994,34in Ultrawide Monitor,1,$379.99 ,$379.99 
150995,USB-C Charging Cable,1,$11.95 ,$11.95 
150996,AAA Batteries (4-pack),1,$2.99 ,$2.99 
150997,Apple Airpods Headphones,1,$150.00 ,$150.00 
150998,Lightning Charging Cable,1,$14.95 ,$14.95 
150999,AA Batteries (4-pack),1,$3.84 ,$3.84 
151000,AA Batteries (4-pack),1,$3.84 ,$3.84 
151001,34in Ultrawide Monitor,1,$379.99 ,$379.99 
151002,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151003,AA Batteries (4-pack),2,$3.84 ,$7.68 
151004,USB-C Charging Cable,1,$11.95 ,$11.95 
151005,USB-C Charging Cable,1,$11.95 ,$11.95 
151006,Lightning Charging Cable,1,$14.95 ,$14.95 
151007,USB-C Charging Cable,2,$11.95 ,$23.90 
151008,AA Batteries (4-pack),2,$3.84 ,$7.68 
151009,USB-C Charging Cable,1,$11.95 ,$11.95 
151010,Apple Airpods Headphones,1,$150.00 ,$150.00 
151011,iPhone,1,$700.00 ,$700.00 
151012,USB-C Charging Cable,1,$11.95 ,$11.95 
151013,27in FHD Monitor,1,$149.99 ,$149.99 
151014,ThinkPad Laptop,1,$999.99 ,$999.99 
151015,Bose SoundSport Headphones,1,$99.99 ,$99.99 
151016,Bose SoundSport Headphones,1,$99.99 ,$99.99 
151017,USB-C Charging Cable,1,$11.95 ,$11.95 
151018,34in Ultrawide Monitor,1,$379.99 ,$379.99 
151019,Lightning Charging Cable,1,$14.95 ,$14.95 
151020,Wired Headphones,1,$11.99 ,$11.99 
151021,AAA Batteries (4-pack),3,$2.99 ,$8.97 
151022,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151023,Wired Headphones,1,$11.99 ,$11.99 
151024,Wired Headphones,1,$11.99 ,$11.99 
151024,Wired Headphones,1,$11.99 ,$11.99 
151025,AA Batteries (4-pack),2,$3.84 ,$7.68 
151026,Flatscreen TV,1,$300.00 ,$300.00 
151027,34in Ultrawide Monitor,1,$379.99 ,$379.99 
151028,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151029,USB-C Charging Cable,2,$11.95 ,$23.90 
151030,Bose SoundSport Headphones,1,$99.99 ,$99.99 
151031,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151032,34in Ultrawide Monitor,1,$379.99 ,$379.99 
151033,Wired Headphones,1,$11.99 ,$11.99 
151034,Lightning Charging Cable,1,$14.95 ,$14.95 
151035,27in FHD Monitor,1,$149.99 ,$149.99 
151036,Wired Headphones,1,$11.99 ,$11.99 
151037,Apple Airpods Headphones,1,$150.00 ,$150.00 
151038,Bose SoundSport Headphones,1,$99.99 ,$99.99 
151039,Wired Headphones,1,$11.99 ,$11.99 
151040,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151041,Lightning Charging Cable,1,$14.95 ,$14.95 
151042,Wired Headphones,1,$11.99 ,$11.99 
151043,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151044,Lightning Charging Cable,1,$14.95 ,$14.95 
151045,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
151046,AA Batteries (4-pack),2,$3.84 ,$7.68 
151047,iPhone,1,$700.00 ,$700.00 
151047,Lightning Charging Cable,1,$14.95 ,$14.95 
151048,Lightning Charging Cable,1,$14.95 ,$14.95 
151049,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151050,AA Batteries (4-pack),2,$3.84 ,$7.68 
151051,iPhone,1,$700.00 ,$700.00 
151052,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151053,iPhone,1,$700.00 ,$700.00 
151053,Wired Headphones,1,$11.99 ,$11.99 
151054,AA Batteries (4-pack),3,$3.84 ,$11.52 
151055,Wired Headphones,1,$11.99 ,$11.99 
151056,USB-C Charging Cable,1,$11.95 ,$11.95 
151057,AA Batteries (4-pack),1,$3.84 ,$3.84 
151058,AA Batteries (4-pack),1,$3.84 ,$3.84 
151059,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
151060,Lightning Charging Cable,1,$14.95 ,$14.95 
151061,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
151062,USB-C Charging Cable,1,$11.95 ,$11.95 
151063,Wired Headphones,1,$11.99 ,$11.99 
151064,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
151065,AAA Batteries (4-pack),2,$2.99 ,$5.98 
151066,AA Batteries (4-pack),2,$3.84 ,$7.68 
151067,Google Phone,1,$600.00 ,$600.00 
151068,Wired Headphones,1,$11.99 ,$11.99 
151069,Apple Airpods Headphones,1,$150.00 ,$150.00 
151070,Lightning Charging Cable,1,$14.95 ,$14.95 
151071,27in FHD Monitor,1,$149.99 ,$149.99 
151072,27in FHD Monitor,1,$149.99 ,$149.99 
151073,Lightning Charging Cable,1,$14.95 ,$14.95 
151074,USB-C Charging Cable,1,$11.95 ,$11.95 
151075,AA Batteries (4-pack),1,$3.84 ,$3.84 
151076,Bose SoundSport Headphones,1,$99.99 ,$99.99 
151077,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
151078,USB-C Charging Cable,1,$11.95 ,$11.95 
151079,Flatscreen TV,1,$300.00 ,$300.00 
151080,iPhone,1,$700.00 ,$700.00 
151081,AAA Batteries (4-pack),1,$2.99 ,$2.99 
151082,ThinkPad Laptop,1,$999.99 ,$999.99 
151083,34in Ultrawide Monitor,1,$379.99 ,$379.99 
151084,USB-C Charging Cable,1,$11.95 ,$11.95 
151085,Apple Airpods Headphones,1,$150.00 ,$150.00 
151086,AA Batteries (4-pack),1,$3.84 ,$3.84 
151087,USB-C Charging Cable,1,$11.95 ,$11.95 
151088,AAA Batteries (4-pack),3,$2.99 ,$8.97 
151089,USB-C Charging Cable,2,$11.95 ,$23.90 
151090,LG Dryer,1,$600.00 ,$600.00 
151091,Lightning Charging Cable,1,$14.95 ,$14.95 
151092,AA Batteries (4-pack),1,$3.84 ,$3.84 
151093,Flatscreen TV,1,$300.00 ,$300.00 
151094,Lightning Charging Cable,1,$14.95 ,$14.95 
151095,Wired Headphones,2,$11.99 ,$23.98 
151096,Wired Headphones,1,$11.99 ,$11.99 
151097,Apple Airpods Headphones,1,$150.00 ,$150.00 
151098,AA Batteries (4-pack),1,$3.84 ,$3.84 
151099,AAA Batteries (4-pack),3,$2.99 ,$8.97 
151100,AAA Batteries (4-pack),2,$2.99 ,$5.98 
151101,Macbook Pro Laptop,1,"$1,700.00 ","$1,700.00 "
151102,USB-C Charging Cable,1,$11.95 ,$11.95 
151103,Bose SoundSport Headphones,1,$99.99 ,$99.99 
151104,Wired Headphones,1,$11.99 ,$11.99 
151105,Apple Airpods Headphones,1,$150.00 ,$150.00 
151106,AA Batteries (4-pack),1,$3.84 ,$3.84 
151107,Lightning Charging Cable,1,$14.95 ,$14.95 
151108,27in 4K Gaming Monitor,1,$389.99 ,$389.99 
151109,iPhone,1,$700.00 ,$700.00 
